Selection,View,Channel,Begin File_x,Begin Time (s),End Time (s),Low Freq (Hz)_x,High Freq (Hz)_x,Species Code,Common Name,Confidence,birdnetfile,site,bins,realID,reviewer_1,reviewer_2,ID,filename,Low Freq (Hz)_y,High Freq (Hz)_y,File Offset (s),Delta Time (s),Annotation,label
469,Spectrogram 1,1,20230520_200000.WAV,2127,2130,0,15000,t-11127057,Pacific Chorus Frog,0.31,20230520_200000.BirdNET.selection.table.txt,BD-29267A,2,20230520_200000.WAV21272130BD-29267A,Ethan,Amy,47,t-11127057_47.wav,6847.3,6847.3,0.9675,0,PCF,1
1586,Spectrogram 1,1,20230521_200000.WAV,5433,5436,0,15000,t-11127057,Pacific Chorus Frog,0.2997,20230521_200000.BirdNET.selection.table.txt,BD-29267A,2,20230521_200000.WAV54335436BD-29267A,Amy,Camille,48,t-11127057_48.wav,7348.8,7348.8,1.3522,0.1067,PCF,1
878,Spectrogram 1,1,20230521_200000.WAV,3765,3768,0,15000,t-11127057,Pacific Chorus Frog,0.3493,20230521_200000.BirdNET.selection.table.txt,BD-29267A,2,20230521_200000.WAV37653768BD-29267A,Ann,Camille,49,t-11127057_49.wav,2752.5,2752.5,0.4748,0,PCF,1
3136,Spectrogram 1,1,20230520_200000.WAV,13275,13278,0,15000,t-11127057,Pacific Chorus Frog,0.3865,20230520_200000.BirdNET.selection.table.txt,BD-29267A,2,20230520_200000.WAV1327513278BD-29267A,Camille,Ethan,50,t-11127057_50.wav,7938,7938,1.4065,0.192,PCF,1
3087,Spectrogram 1,1,20230522_200000.WAV,7350,7353,0,15000,t-11127057,Pacific Chorus Frog,0.3041,20230522_200000.BirdNET.selection.table.txt,BD-29267A,2,20230522_200000.WAV73507353BD-29267A,Ethan,Ann,51,t-11127057_51.wav,7227.7,7227.7,1.4748,0,PCF,1
3165,Spectrogram 1,1,20230521_200000.WAV,9507,9510,0,15000,t-11127057,Pacific Chorus Frog,0.2548,20230521_200000.BirdNET.selection.table.txt,BD-29267A,2,20230521_200000.WAV95079510BD-29267A,Amy,Ann,52,t-11127057_52.wav,2673.3,2673.3,0.482,0,PCF,1
1987,Spectrogram 1,1,20230522_200000.WAV,5379,5382,0,15000,t-11127057,Pacific Chorus Frog,0.3246,20230522_200000.BirdNET.selection.table.txt,BD-29267A,2,20230522_200000.WAV53795382BD-29267A,Ann,Amy,53,t-11127057_53.wav,2732.7,2732.7,0.6288,0,PCF,1
503,Spectrogram 1,1,20230520_200000.WAV,2355,2358,0,15000,t-11127057,Pacific Chorus Frog,0.3253,20230520_200000.BirdNET.selection.table.txt,BD-29267A,2,20230520_200000.WAV23552358BD-29267A,Camille,Ann,54,t-11127057_54.wav,2534.7,2534.7,0.4696,0,PCF,1
997,Spectrogram 1,1,20230521_200000.WAV,4023,4026,0,15000,t-11127057,Pacific Chorus Frog,0.2467,20230521_200000.BirdNET.selection.table.txt,BD-29267A,2,20230521_200000.WAV40234026BD-29267A,Ethan,Camille,55,t-11127057_55.wav,6328.5,6328.5,0.7675,0,PCF,1
352,Spectrogram 1,1,20230520_200000.WAV,1551,1554,0,15000,t-11127057,Pacific Chorus Frog,0.3187,20230520_200000.BirdNET.selection.table.txt,BD-29267A,2,20230520_200000.WAV15511554BD-29267A,Amy,Ann,56,t-11127057_56.wav,2712.9,2712.9,1.19,0,PCF,1
2008,Spectrogram 1,1,20230520_200000.WAV,8832,8835,0,15000,t-11127057,Pacific Chorus Frog,0.2006,20230520_200000.BirdNET.selection.table.txt,BD-29267A,2,20230520_200000.WAV88328835BD-29267A,Ann,Camille,57,t-11127057_57.wav,2514.9,2514.9,0.5821,0,PCF,1
578,Spectrogram 1,1,20230521_200000.WAV,2931,2934,0,15000,t-11127057,Pacific Chorus Frog,0.3755,20230521_200000.BirdNET.selection.table.txt,BD-29267A,2,20230521_200000.WAV29312934BD-29267A,Camille,Amy,58,t-11127057_58.wav,2390.2,2390.2,0.6878,0.1045,PCF,1
1903,Spectrogram 1,1,20230520_200000.WAV,8490,8493,0,15000,t-11127057,Pacific Chorus Frog,0.5134,20230520_200000.BirdNET.selection.table.txt,BD-29267A,3,20230520_200000.WAV84908493BD-29267A,Ethan,Ann,59,t-11127057_59.wav,2633.7,2633.7,0.8446,0,PCF,1
3856,Spectrogram 1,1,20230522_200000.WAV,9204,9207,0,15000,t-11127057,Pacific Chorus Frog,0.4396,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV92049207BD-29267A,Amy,Camille,60,t-11127057_60.wav,8000,8000,1.2713,0.096,PCF,1
2574,Spectrogram 1,1,20230521_200000.WAV,7644,7647,0,15000,t-11127057,Pacific Chorus Frog,0.4432,20230521_200000.BirdNET.selection.table.txt,BD-29267A,3,20230521_200000.WAV76447647BD-29267A,Ann,Camille,61,t-11127057_61.wav,2752.5,2752.5,1.1961,0,PCF,1
5317,Spectrogram 1,1,20230522_200000.WAV,13821,13824,0,15000,t-11127057,Pacific Chorus Frog,0.464,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV1382113824BD-29267A,Camille,Amy,62,t-11127057_62.wav,2330.5,2330.5,0.9914,0,PCF,1
255,Spectrogram 1,1,20230523_000000.WAV,1410,1413,0,15000,t-11127057,Pacific Chorus Frog,0.5041,20230523_000000.BirdNET.selection.table.txt,BD-29267A,3,20230523_000000.WAV14101413BD-29267A,Ethan,Ann,63,t-11127057_63.wav,5567.7,5567.7,0.4523,0,PCF,1
1902,Spectrogram 1,1,20230520_200000.WAV,8487,8490,0,15000,t-11127057,Pacific Chorus Frog,0.4119,20230520_200000.BirdNET.selection.table.txt,BD-29267A,3,20230520_200000.WAV84878490BD-29267A,Amy,Ethan,64,t-11127057_64.wav,2733.1,2733.1,0.905,0.1045,PCF,1
470,Spectrogram 1,1,20230520_200000.WAV,2130,2133,0,15000,t-11127057,Pacific Chorus Frog,0.5145,20230520_200000.BirdNET.selection.table.txt,BD-29267A,3,20230520_200000.WAV21302133BD-29267A,Ann,Ethan,65,t-11127057_65.wav,2415.8,2415.8,0.6332,0,PCF,1
1083,Spectrogram 1,1,20230522_200000.WAV,3852,3855,0,15000,t-11127057,Pacific Chorus Frog,0.5242,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV38523855BD-29267A,Camille,Amy,66,t-11127057_66.wav,2689,2689,2.2749,0.1045,PCF,1
1374,Spectrogram 1,1,20230521_200000.WAV,5055,5058,0,15000,t-11127057,Pacific Chorus Frog,0.4579,20230521_200000.BirdNET.selection.table.txt,BD-29267A,3,20230521_200000.WAV50555058BD-29267A,Ethan,Camille,67,t-11127057_67.wav,5982.7,5982.7,0.6758,0,PCF,1
385,Spectrogram 1,1,20230521_000000.WAV,2523,2526,0,15000,t-11127057,Pacific Chorus Frog,0.4149,20230521_000000.BirdNET.selection.table.txt,BD-29267A,3,20230521_000000.WAV25232526BD-29267A,Amy,Camille,68,t-11127057_68.wav,7534.9,7534.9,1.4927,0.096,PCF,1
606,Spectrogram 1,1,20230522_000000.WAV,4311,4314,0,15000,t-11127057,Pacific Chorus Frog,0.4305,20230522_000000.BirdNET.selection.table.txt,BD-29267A,3,20230522_000000.WAV43114314BD-29267A,Ann,Amy,69,t-11127057_69.wav,2712.9,2712.9,1.2083,0,PCF,1
1953,Spectrogram 1,1,20230520_200000.WAV,8568,8571,0,15000,t-11127057,Pacific Chorus Frog,0.4167,20230520_200000.BirdNET.selection.table.txt,BD-29267A,3,20230520_200000.WAV85688571BD-29267A,Camille,Ethan,70,t-11127057_70.wav,7472.9,7472.9,1.2574,0.192,PCF,1
3243,Spectrogram 1,1,20230520_200000.WAV,13890,13893,0,15000,t-11127057,Pacific Chorus Frog,0.7213,20230520_200000.BirdNET.selection.table.txt,BD-29267A,4,20230520_200000.WAV1389013893BD-29267A,Ethan,Camille,71,t-11127057_71.wav,6303,6303,0.727,0,PCF,1
1132,Spectrogram 1,1,20230521_200000.WAV,4359,4362,0,15000,t-11127057,Pacific Chorus Frog,0.7207,20230521_200000.BirdNET.selection.table.txt,BD-29267A,4,20230521_200000.WAV43594362BD-29267A,Amy,Ethan,72,t-11127057_72.wav,1310.3,1310.3,1.2442,0,PCF,1
863,Spectrogram 1,1,20230520_200000.WAV,3774,3777,0,15000,t-11127057,Pacific Chorus Frog,0.6396,20230520_200000.BirdNET.selection.table.txt,BD-29267A,4,20230520_200000.WAV37743777BD-29267A,Ann,Amy,73,t-11127057_73.wav,2653.5,2653.5,0.3472,0,PCF,1
932,Spectrogram 1,1,20230522_200000.WAV,3558,3561,0,15000,t-11127057,Pacific Chorus Frog,0.7673,20230522_200000.BirdNET.selection.table.txt,BD-29267A,4,20230522_200000.WAV35583561BD-29267A,Camille,Ann,74,t-11127057_74.wav,2693.1,2693.1,1.0802,0,PCF,1
1697,Spectrogram 1,1,20230522_200000.WAV,4893,4896,0,15000,t-11127057,Pacific Chorus Frog,0.6623,20230522_200000.BirdNET.selection.table.txt,BD-29267A,4,20230522_200000.WAV48934896BD-29267A,Ethan,Camille,75,t-11127057_75.wav,5887.4,5887.4,0.7718,0,PCF,1
2513,Spectrogram 1,1,20230522_200000.WAV,6342,6345,0,15000,t-11127057,Pacific Chorus Frog,0.7304,20230522_200000.BirdNET.selection.table.txt,BD-29267A,4,20230522_200000.WAV63426345BD-29267A,Amy,Camille,76,t-11127057_76.wav,7410.9,7410.9,1.1957,0.1067,PCF,1
2503,Spectrogram 1,1,20230522_200000.WAV,6330,6333,0,15000,t-11127057,Pacific Chorus Frog,0.8005,20230522_200000.BirdNET.selection.table.txt,BD-29267A,5,20230522_200000.WAV63306333BD-29267A,Ann,Camille,77,t-11127057_77.wav,2772.3,2772.3,0.9763,0,PCF,1
1902,Spectrogram 1,1,20230527_200000.WAV,6942,6945,0,15000,t-11127057,Pacific Chorus Frog,0.1377,20230527_200000.BirdNET.selection.table.txt,BD-29267B,1,20230527_200000.WAV69426945BD-29267B,Camille,Ethan,78,t-11127057_78.wav,1086.2,1086.2,1.8026,0,PCF,1
2507,Spectrogram 1,1,20230527_200000.WAV,10869,10872,0,15000,t-11127057,Pacific Chorus Frog,0.3834,20230527_200000.BirdNET.selection.table.txt,BD-29267B,2,20230527_200000.WAV1086910872BD-29267B,Ethan,Ann,79,t-11127057_79.wav,2763.6,2763.6,1.6426,0,PCF,1
1249,Spectrogram 1,1,20230521_000000.WAV,2964,2967,0,15000,t-11127057,Pacific Chorus Frog,0.1641,20230521_000000.BirdNET.selection.table.txt,BD-31209A,1,20230521_000000.WAV29642967BD-31209A,Ann,Ethan,81,t-11127057_81.wav,2356.4,2356.4,1.3412,0,PCF,1
4250,Spectrogram 1,1,20230521_200000.WAV,11736,11739,0,15000,t-11127057,Pacific Chorus Frog,0.1426,20230521_200000.BirdNET.selection.table.txt,BD-31209A,1,20230521_200000.WAV1173611739BD-31209A,Camille,Amy,82,t-11127057_82.wav,2569.5,2569.5,1.8069,0.1045,PCF,1
3830,Spectrogram 1,1,20230522_200000.WAV,13980,13983,0,15000,t-11127057,Pacific Chorus Frog,0.1541,20230522_200000.BirdNET.selection.table.txt,BD-31209A,1,20230522_200000.WAV1398013983BD-31209A,Ethan,Amy,83,t-11127057_83.wav,2838.4,2838.4,1.1548,0.1045,PCF,1
1804,Spectrogram 1,1,20230521_000000.WAV,4620,4623,0,15000,t-11127057,Pacific Chorus Frog,0.1356,20230521_000000.BirdNET.selection.table.txt,BD-31209A,1,20230521_000000.WAV46204623BD-31209A,Amy,Ann,84,t-11127057_84.wav,2669.5,2669.5,1.0234,0.1217,PCF,1
2427,Spectrogram 1,1,20230521_200000.WAV,7491,7494,0,15000,t-11127057,Pacific Chorus Frog,0.133,20230521_200000.BirdNET.selection.table.txt,BD-31209A,1,20230521_200000.WAV74917494BD-31209A,Ann,Ethan,85,t-11127057_85.wav,2673.3,2673.3,1.1557,0,PCF,1
1709,Spectrogram 1,1,20230522_000000.WAV,4803,4806,0,15000,t-11127057,Pacific Chorus Frog,0.183,20230522_000000.BirdNET.selection.table.txt,BD-31209A,1,20230522_000000.WAV48034806BD-31209A,Camille,Ann,86,t-11127057_86.wav,7348.8,7348.8,2.0595,0.096,PCF,1
