Selection,View,Channel,Begin File_x,Begin Time (s),End Time (s),Low Freq (Hz)_x,High Freq (Hz)_x,Species Code,Common Name,Confidence,birdnetfile,site,bins,realID,reviewer_1,reviewer_2,ID,sample_id,Low Freq (Hz)_y,High Freq (Hz)_y,File Offset (s),Delta Time (s),Annotation,label,segment_id
537,Spectrogram 1,1,20230521_200000.WAV,5007,5010,0,15000,humvoc,Human vocal,0.1612,20230521_200000.BirdNET.selection.table.txt,BD-31100B,1,20230521_200000.WAV50075010BD-31100B,Ann,Amy,139,humvoc_139.wav,,,,,,0,1
422,Spectrogram 1,1,20230520_200000.WAV,4395,4398,0,15000,humvoc,Human vocal,0.1726,20230520_200000.BirdNET.selection.table.txt,BD-29050A,1,20230520_200000.WAV43954398BD-29050A,Rohit,Ann,14,humvoc_14.wav,,,,,,0,1
1538,Spectrogram 1,1,20230525_200000.WAV,11238,11241,0,15000,humvoc,Human vocal,0.1707,20230525_200000.BirdNET.selection.table.txt,BD-31100B,1,20230525_200000.WAV1123811241BD-31100B,Rohit,Ann,140,humvoc_140.wav,,,,,,0,1
2215,Spectrogram 1,1,20230525_000000.WAV,13014,13017,0,15000,humvoc,Human vocal,0.1059,20230525_000000.BirdNET.selection.table.txt,BD-31100B,1,20230525_000000.WAV1301413017BD-31100B,Camille,Rohit,141,humvoc_141.wav,,,,,,0,1
672,Spectrogram 1,1,20230525_000000.WAV,5082,5085,0,15000,humvoc,Human vocal,0.1004,20230525_000000.BirdNET.selection.table.txt,BD-31100B,1,20230525_000000.WAV50825085BD-31100B,Diana,Ann,142,humvoc_142.wav,,,,,,0,1
1006,Spectrogram 1,1,20230522_000000.WAV,7995,7998,0,15000,humvoc,Human vocal,0.1105,20230522_000000.BirdNET.selection.table.txt,BD-31100B,1,20230522_000000.WAV79957998BD-31100B,Ethan,Rohit,143,humvoc_143.wav,,,,,,0,1
765,Spectrogram 1,1,20230521_200000.WAV,6384,6387,0,15000,humvoc,Human vocal,0.1602,20230521_200000.BirdNET.selection.table.txt,BD-31100B,1,20230521_200000.WAV63846387BD-31100B,Amy,Ethan,144,humvoc_144.wav,,,,,,0,1
722,Spectrogram 1,1,20230525_000000.WAV,5316,5319,0,15000,humvoc,Human vocal,0.1074,20230525_000000.BirdNET.selection.table.txt,BD-31100B,1,20230525_000000.WAV53165319BD-31100B,Ann,Amy,145,humvoc_145.wav,,,,,,0,1
650,Spectrogram 1,1,20230522_000000.WAV,5544,5547,0,15000,humvoc,Human vocal,0.1895,20230522_000000.BirdNET.selection.table.txt,BD-31100B,1,20230522_000000.WAV55445547BD-31100B,Rohit,Ann,146,humvoc_146.wav,,,,,,0,1
956,Spectrogram 1,1,20230522_000000.WAV,7593,7596,0,15000,humvoc,Human vocal,0.1023,20230522_000000.BirdNET.selection.table.txt,BD-31100B,1,20230522_000000.WAV75937596BD-31100B,Camille,Rohit,147,humvoc_147.wav,,,,,,0,1
1052,Spectrogram 1,1,20230521_200000.WAV,7827,7830,0,15000,humvoc,Human vocal,0.1394,20230521_200000.BirdNET.selection.table.txt,BD-31100B,1,20230521_200000.WAV78277830BD-31100B,Diana,Amy,148,humvoc_148.wav,,,,,,0,1
592,Spectrogram 1,1,20230523_000000.WAV,3288,3291,0,15000,humvoc,Human vocal,0.105,20230523_000000.BirdNET.selection.table.txt,BD-31100B,1,20230523_000000.WAV32883291BD-31100B,Ethan,Diana,149,humvoc_149.wav,,,,,,0,1
420,Spectrogram 1,1,20230520_000000.WAV,2310,2313,0,15000,humvoc,Human vocal,0.152,20230520_000000.BirdNET.selection.table.txt,BD-29050A,1,20230520_000000.WAV23102313BD-29050A,Camille,Ethan,15,humvoc_15.wav,,,,,,0,1
1770,Spectrogram 1,1,20230522_200000.WAV,12447,12450,0,15000,humvoc,Human vocal,0.1496,20230522_200000.BirdNET.selection.table.txt,BD-31100B,1,20230522_200000.WAV1244712450BD-31100B,Amy,Rohit,150,humvoc_150.wav,,,,,,0,1
4196,Spectrogram 1,1,20230521_000000.WAV,27837,27840,0,15000,humvoc,Human vocal,0.1762,20230521_000000.BirdNET.selection.table.txt,BD-31100B,1,20230521_000000.WAV2783727840BD-31100B,Ann,Camille,151,humvoc_151.wav,,,,,,0,1
5354,Spectrogram 1,1,20230523_000000.WAV,29562,29565,0,15000,humvoc,Human vocal,0.165,20230523_000000.BirdNET.selection.table.txt,BD-31100B,1,20230523_000000.WAV2956229565BD-31100B,Rohit,Diana,152,humvoc_152.wav,,,,,,0,1
1434,Spectrogram 1,1,20230525_000000.WAV,9372,9375,0,15000,humvoc,Human vocal,0.1547,20230525_000000.BirdNET.selection.table.txt,BD-31100B,1,20230525_000000.WAV93729375BD-31100B,Camille,Ann,153,humvoc_153.wav,,,,,,0,1
1087,Spectrogram 1,1,20230525_200000.WAV,8943,8946,0,15000,humvoc,Human vocal,0.1181,20230525_200000.BirdNET.selection.table.txt,BD-31100B,1,20230525_200000.WAV89438946BD-31100B,Diana,Ann,154,humvoc_154.wav,,,,,,0,1
1437,Spectrogram 1,1,20230525_000000.WAV,9393,9396,0,15000,humvoc,Human vocal,0.1255,20230525_000000.BirdNET.selection.table.txt,BD-31100B,1,20230525_000000.WAV93939396BD-31100B,Ethan,Amy,155,humvoc_155.wav,,,,,,0,1
2079,Spectrogram 1,1,20230523_200000.WAV,13062,13065,0,15000,humvoc,Human vocal,0.223,20230523_200000.BirdNET.selection.table.txt,BD-31100B,2,20230523_200000.WAV1306213065BD-31100B,Amy,Ethan,156,humvoc_156.wav,,,,,,0,1
1607,Spectrogram 1,1,20230525_000000.WAV,10353,10356,0,15000,humvoc,Human vocal,0.2468,20230525_000000.BirdNET.selection.table.txt,BD-31100B,2,20230525_000000.WAV1035310356BD-31100B,Ann,Diana,157,humvoc_157.wav,,,,,,0,1
1272,Spectrogram 1,1,20230525_000000.WAV,8475,8478,0,15000,humvoc,Human vocal,0.3095,20230525_000000.BirdNET.selection.table.txt,BD-31100B,2,20230525_000000.WAV84758478BD-31100B,Rohit,Camille,158,humvoc_158.wav,,,,,,0,1
1232,Spectrogram 1,1,20230525_200000.WAV,9717,9720,0,15000,humvoc,Human vocal,0.2043,20230525_200000.BirdNET.selection.table.txt,BD-31100B,2,20230525_200000.WAV97179720BD-31100B,Camille,Amy,159,humvoc_159.wav,,,,,,0,1
3545,Spectrogram 1,1,20230523_000000.WAV,20493,20496,0,15000,humvoc,Human vocal,0.1563,20230523_000000.BirdNET.selection.table.txt,BD-29050A,1,20230523_000000.WAV2049320496BD-29050A,Diana,Ann,16,humvoc_16.wav,,,,,,0,1
649,Spectrogram 1,1,20230523_000000.WAV,3585,3588,0,15000,humvoc,Human vocal,0.2475,20230523_000000.BirdNET.selection.table.txt,BD-31100B,2,20230523_000000.WAV35853588BD-31100B,Diana,Amy,160,humvoc_160.wav,,,,,,0,1
864,Spectrogram 1,1,20230521_200000.WAV,6831,6834,0,15000,humvoc,Human vocal,0.2896,20230521_200000.BirdNET.selection.table.txt,BD-31100B,2,20230521_200000.WAV68316834BD-31100B,Ethan,Camille,161,humvoc_161.wav,,,,,,0,1
829,Spectrogram 1,1,20230522_000000.WAV,6882,6885,0,15000,humvoc,Human vocal,0.2136,20230522_000000.BirdNET.selection.table.txt,BD-31100B,2,20230522_000000.WAV68826885BD-31100B,Amy,Camille,162,humvoc_162.wav,,,,,,0,1
918,Spectrogram 1,1,20230522_000000.WAV,7410,7413,0,15000,humvoc,Human vocal,0.4087,20230522_000000.BirdNET.selection.table.txt,BD-31100B,3,20230522_000000.WAV74107413BD-31100B,Ann,Rohit,163,humvoc_163.wav,,,,,,0,1
2281,Spectrogram 1,1,20230523_000000.WAV,21720,21723,0,15000,humvoc,Human vocal,0.1369,20230523_000000.BirdNET.selection.table.txt,BD-31107A,1,20230523_000000.WAV2172021723BD-31107A,Rohit,Ethan,164,humvoc_164.wav,,,,,,0,1
6026,Spectrogram 1,1,20230527_000000.WAV,27777,27780,0,15000,humvoc,Human vocal,0.1474,20230527_000000.BirdNET.selection.table.txt,BD-31107A,1,20230527_000000.WAV2777727780BD-31107A,Camille,Rohit,165,humvoc_165.wav,,,,,,0,1
7497,Spectrogram 1,1,20230520_000000.WAV,27876,27879,0,15000,humvoc,Human vocal,0.1989,20230520_000000.BirdNET.selection.table.txt,BD-31107A,1,20230520_000000.WAV2787627879BD-31107A,Diana,Ann,166,humvoc_166.wav,,,,,,0,1
7573,Spectrogram 1,1,20230520_000000.WAV,28152,28155,0,15000,humvoc,Human vocal,0.2738,20230520_000000.BirdNET.selection.table.txt,BD-31107A,2,20230520_000000.WAV2815228155BD-31107A,Ethan,Rohit,167,humvoc_167.wav,,,,,,0,1
3483,Spectrogram 1,1,20230522_000000.WAV,10386,10389,0,15000,humvoc,Human vocal,0.1167,20230522_000000.BirdNET.selection.table.txt,BD-31164A,1,20230522_000000.WAV1038610389BD-31164A,Amy,Diana,168,humvoc_168.wav,,,,,,0,1
9212,Spectrogram 1,1,20230522_000000.WAV,25734,25737,0,15000,humvoc,Human vocal,0.1257,20230522_000000.BirdNET.selection.table.txt,BD-31164A,1,20230522_000000.WAV2573425737BD-31164A,Ann,Amy,169,humvoc_169.wav,,,,,,0,1
1532,Spectrogram 1,1,20230523_000000.WAV,10974,10977,0,15000,humvoc,Human vocal,0.1838,20230523_000000.BirdNET.selection.table.txt,BD-29050A,1,20230523_000000.WAV1097410977BD-29050A,Ethan,Ann,17,humvoc_17.wav,,,,,,0,1
738,Spectrogram 1,1,20230521_200000.WAV,2988,2991,0,15000,humvoc,Human vocal,0.1177,20230521_200000.BirdNET.selection.table.txt,BD-31164A,1,20230521_200000.WAV29882991BD-31164A,Rohit,Ann,170,humvoc_170.wav,,,,,,0,1
6688,Spectrogram 1,1,20230522_000000.WAV,19497,19500,0,15000,humvoc,Human vocal,0.1647,20230522_000000.BirdNET.selection.table.txt,BD-31164A,1,20230522_000000.WAV1949719500BD-31164A,Camille,Ann,171,humvoc_171.wav,,,,,,0,1
7912,Spectrogram 1,1,20230521_000000.WAV,26409,26412,0,15000,humvoc,Human vocal,0.127,20230521_000000.BirdNET.selection.table.txt,BD-31164A,1,20230521_000000.WAV2640926412BD-31164A,Diana,Ann,172,humvoc_172.wav,,,,,,0,1
5140,Spectrogram 1,1,20230521_000000.WAV,17709,17712,0,15000,humvoc,Human vocal,0.1455,20230521_000000.BirdNET.selection.table.txt,BD-31164A,1,20230521_000000.WAV1770917712BD-31164A,Ethan,Amy,173,humvoc_173.wav,,,,,,0,1
1958,Spectrogram 1,1,20230521_000000.WAV,6384,6387,0,15000,humvoc,Human vocal,0.1193,20230521_000000.BirdNET.selection.table.txt,BD-31164A,1,20230521_000000.WAV63846387BD-31164A,Amy,Camille,174,humvoc_174.wav,,,,,,0,1
5072,Spectrogram 1,1,20230521_000000.WAV,17481,17484,0,15000,humvoc,Human vocal,0.1362,20230521_000000.BirdNET.selection.table.txt,BD-31164A,1,20230521_000000.WAV1748117484BD-31164A,Ann,Rohit,175,humvoc_175.wav,,,,,,0,1
1974,Spectrogram 1,1,20230521_000000.WAV,6477,6480,0,15000,humvoc,Human vocal,0.1504,20230521_000000.BirdNET.selection.table.txt,BD-31164A,1,20230521_000000.WAV64776480BD-31164A,Rohit,Camille,176,humvoc_176.wav,,,,,,0,1
215,Spectrogram 1,1,20230522_200000.WAV,942,945,0,15000,humvoc,Human vocal,0.134,20230522_200000.BirdNET.selection.table.txt,BD-31164A,1,20230522_200000.WAV942945BD-31164A,Camille,Rohit,177,humvoc_177.wav,,,,,,0,1
6727,Spectrogram 1,1,20230521_000000.WAV,22098,22101,0,15000,humvoc,Human vocal,0.1428,20230521_000000.BirdNET.selection.table.txt,BD-31164A,1,20230521_000000.WAV2209822101BD-31164A,Diana,Ann,178,humvoc_178.wav,,,,,,0,1
2473,Spectrogram 1,1,20230521_000000.WAV,8547,8550,0,15000,humvoc,Human vocal,0.2146,20230521_000000.BirdNET.selection.table.txt,BD-31164A,2,20230521_000000.WAV85478550BD-31164A,Ethan,Rohit,179,humvoc_179.wav,,,,,,0,1
2318,Spectrogram 1,1,20230523_000000.WAV,14739,14742,0,15000,humvoc,Human vocal,0.1105,20230523_000000.BirdNET.selection.table.txt,BD-29050A,1,20230523_000000.WAV1473914742BD-29050A,Amy,Ethan,18,humvoc_18.wav,,,,,,0,1
2499,Spectrogram 1,1,20230521_000000.WAV,8640,8643,0,15000,humvoc,Human vocal,0.206,20230521_000000.BirdNET.selection.table.txt,BD-31164A,2,20230521_000000.WAV86408643BD-31164A,Amy,Ann,180,humvoc_180.wav,,,,,,0,1
160,Spectrogram 1,1,20230523_200000.WAV,522,525,0,15000,humvoc,Human vocal,0.2274,20230523_200000.BirdNET.selection.table.txt,BD-31164A,2,20230523_200000.WAV522525BD-31164A,Ann,Amy,181,humvoc_181.wav,,,,,,0,1
2239,Spectrogram 1,1,20230521_000000.WAV,7362,7365,0,15000,humvoc,Human vocal,0.4605,20230521_000000.BirdNET.selection.table.txt,BD-31164A,3,20230521_000000.WAV73627365BD-31164A,Rohit,Camille,182,humvoc_182.wav,,,,,,0,1
1964,Spectrogram 1,1,20230524_200000.WAV,7980,7983,0,15000,humvoc,Human vocal,0.121,20230524_200000.BirdNET.selection.table.txt,BD-31164B,1,20230524_200000.WAV79807983BD-31164B,Camille,Diana,183,humvoc_183.wav,,,,,,0,1
2305,Spectrogram 1,1,20230521_200000.WAV,10524,10527,0,15000,humvoc,Human vocal,0.1586,20230521_200000.BirdNET.selection.table.txt,BD-31164B,1,20230521_200000.WAV1052410527BD-31164B,Diana,Amy,184,humvoc_184.wav,,,,,,0,1
3683,Spectrogram 1,1,20230525_000000.WAV,24366,24369,0,15000,humvoc,Human vocal,0.1243,20230525_000000.BirdNET.selection.table.txt,BD-31164B,1,20230525_000000.WAV2436624369BD-31164B,Ethan,Diana,185,humvoc_185.wav,,,,,,0,1
4014,Spectrogram 1,1,20230525_000000.WAV,25503,25506,0,15000,humvoc,Human vocal,0.1047,20230525_000000.BirdNET.selection.table.txt,BD-31164B,1,20230525_000000.WAV2550325506BD-31164B,Amy,Ethan,186,humvoc_186.wav,,,,,,0,1
2229,Spectrogram 1,1,20230523_000000.WAV,11673,11676,0,15000,humvoc,Human vocal,0.1984,20230523_000000.BirdNET.selection.table.txt,BD-31164B,1,20230523_000000.WAV1167311676BD-31164B,Ann,Camille,187,humvoc_187.wav,,,,,,0,1
3563,Spectrogram 1,1,20230524_200000.WAV,14199,14202,0,15000,humvoc,Human vocal,0.1534,20230524_200000.BirdNET.selection.table.txt,BD-31164B,1,20230524_200000.WAV1419914202BD-31164B,Rohit,Ann,188,humvoc_188.wav,,,,,,0,1
833,Spectrogram 1,1,20230525_000000.WAV,4107,4110,0,15000,humvoc,Human vocal,0.2097,20230525_000000.BirdNET.selection.table.txt,BD-31164B,2,20230525_000000.WAV41074110BD-31164B,Camille,Ethan,189,humvoc_189.wav,,,,,,0,1
128,Spectrogram 1,1,20230522_200000.WAV,1398,1401,0,15000,humvoc,Human vocal,0.1087,20230522_200000.BirdNET.selection.table.txt,BD-29050A,1,20230522_200000.WAV13981401BD-29050A,Ann,Diana,19,humvoc_19.wav,,,,,,0,1
4214,Spectrogram 1,1,20230521_000000.WAV,28482,28485,0,15000,humvoc,Human vocal,0.1151,20230521_000000.BirdNET.selection.table.txt,BD-31209A,1,20230521_000000.WAV2848228485BD-31209A,Diana,Rohit,190,humvoc_190.wav,,,,,,0,1
86,Spectrogram 1,1,20230527_200000.WAV,261,264,0,15000,humvoc,Human vocal,0.1777,20230527_200000.BirdNET.selection.table.txt,BD-31209B,1,20230527_200000.WAV261264BD-31209B,Ethan,Amy,191,humvoc_191.wav,1766.3,1766.3,1.3154,0,HUMAN,1,1
