Selection,View,Channel,Begin File_x,Begin Time (s),End Time (s),Low Freq (Hz)_x,High Freq (Hz)_x,Species Code,Common Name,Confidence,birdnetfile,site,bins,realID,reviewer_1,reviewer_2,ID,sample_id,Low Freq (Hz)_y,High Freq (Hz)_y,File Offset (s),Delta Time (s),Annotation,label,segment_id
1827,Spectrogram 1,1,20230527_200000.WAV,5421,5424,0,15000,t-11105570,Woodhouse's Toad,0.3523,20230527_200000.BirdNET.selection.table.txt,BD-29267A,2,20230527_200000.WAV54215424BD-29267A,Amy,Ann,126,t-11105570_126_9sec.wav,930.7,1940.6,3.486,2.4872,WT,1,1
2231,Spectrogram 1,1,20230520_200000.WAV,9747,9750,0,15000,t-11105570,Woodhouse's Toad,0.2743,20230520_200000.BirdNET.selection.table.txt,BD-29267A,2,20230520_200000.WAV97479750BD-29267A,Ann,Amy,127,t-11105570_127_9sec.wav,1050.2,1911.3,3.4073,2.365,WT,1,1
2812,Spectrogram 1,1,20230522_200000.WAV,6855,6858,0,15000,t-11105570,Woodhouse's Toad,0.503,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV68556858BD-29267A,Camille,Rohit,129,t-11105570_129_9sec.wav,1051.6,1765.3,2.5473,2.7788,WT,1,1
2873,Spectrogram 1,1,20230520_200000.WAV,11964,11967,0,15000,t-11105570,Woodhouse's Toad,0.1065,20230520_200000.BirdNET.selection.table.txt,BD-29267A,1,20230520_200000.WAV1196411967BD-29267A,Amy,Camille,12,t-11105570_12_9sec.wav,1033.7,1974.8,5.5361,2.2402,WT,1,1
4968,Spectrogram 1,1,20230522_200000.WAV,12516,12519,0,15000,t-11105570,Woodhouse's Toad,0.4987,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV1251612519BD-29267A,Diana,Camille,130,t-11105570_130_9sec.wav,1264.957,2666.667,0.0811,1.0854,WT,1,1
4968,Spectrogram 1,1,20230522_200000.WAV,12516,12519,0,15000,t-11105570,Woodhouse's Toad,0.4987,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV1251612519BD-29267A,Diana,Camille,130,t-11105570_130_9sec.wav,899.2,1953.5,4.5992,2.2946,WT,1,2
2825,Spectrogram 1,1,20230522_200000.WAV,6879,6882,0,15000,t-11105570,Woodhouse's Toad,0.4402,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV68796882BD-29267A,Ethan,Amy,131,t-11105570_131_9sec.wav,1113,1872.5,0.0016,1.2097,WT,1,1
2825,Spectrogram 1,1,20230522_200000.WAV,6879,6882,0,15000,t-11105570,Woodhouse's Toad,0.4402,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV68796882BD-29267A,Ethan,Amy,131,t-11105570_131_9sec.wav,1113.2,1848.3,2.2039,2.5685,WT,1,2
2541,Spectrogram 1,1,20230522_200000.WAV,6399,6402,0,15000,t-11105570,Woodhouse's Toad,0.4868,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV63996402BD-29267A,Ann,Ethan,133,t-11105570_133_9sec.wav,752.5,1821.8,6.4524,2.035,WT,1,2
4851,Spectrogram 1,1,20230527_200000.WAV,13992,13995,0,15000,t-11105570,Woodhouse's Toad,0.4014,20230527_200000.BirdNET.selection.table.txt,BD-29267A,3,20230527_200000.WAV1399213995BD-29267A,Rohit,Camille,134,t-11105570_134_9sec.wav,1066.7,2206.1,6.8628,1.9983,WT,1,2
2940,Spectrogram 1,1,20230523_200000.WAV,11889,11892,0,15000,t-11105570,Woodhouse's Toad,0.5201,20230523_200000.BirdNET.selection.table.txt,BD-29267A,3,20230523_200000.WAV1188911892BD-29267A,Camille,Ethan,135,t-11105570_135_9sec.wav,1240.3,1736.4,1.3048,2.1502,WT,1,1
2940,Spectrogram 1,1,20230523_200000.WAV,11889,11892,0,15000,t-11105570,Woodhouse's Toad,0.5201,20230523_200000.BirdNET.selection.table.txt,BD-29267A,3,20230523_200000.WAV1188911892BD-29267A,Camille,Ethan,135,t-11105570_135_9sec.wav,1333.3,1891.5,4.1355,1.9938,WT,1,2
2249,Spectrogram 1,1,20230520_200000.WAV,9852,9855,0,15000,t-11105570,Woodhouse's Toad,0.4231,20230520_200000.BirdNET.selection.table.txt,BD-29267A,3,20230520_200000.WAV98529855BD-29267A,Diana,Amy,136,t-11105570_136_9sec.wav,923.077,1914.53,3.5019,2.5165,WT,1,1
2503,Spectrogram 1,1,20230520_200000.WAV,10755,10758,0,15000,t-11105570,Woodhouse's Toad,0.4111,20230520_200000.BirdNET.selection.table.txt,BD-29267A,3,20230520_200000.WAV1075510758BD-29267A,Ethan,Amy,137,t-11105570_137_9sec.wav,1050.2,1974.3,5.2907,2.4922,WT,1,1
3075,Spectrogram 1,1,20230523_200000.WAV,12159,12162,0,15000,t-11105570,Woodhouse's Toad,0.4971,20230523_200000.BirdNET.selection.table.txt,BD-29267A,3,20230523_200000.WAV1215912162BD-29267A,Amy,Ethan,138,t-11105570_138_9sec.wav,987.4,2129,0.683,2.5849,WT,1,1
3456,Spectrogram 1,1,20230523_200000.WAV,13143,13146,0,15000,t-11105570,Woodhouse's Toad,0.4159,20230523_200000.BirdNET.selection.table.txt,BD-29267A,3,20230523_200000.WAV1314313146BD-29267A,Ann,Amy,139,t-11105570_139_9sec.wav,1176.2,1848.3,2.1905,1.8818,WT,1,1
3374,Spectrogram 1,1,20230524_200000.WAV,12819,12822,0,15000,t-11105570,Woodhouse's Toad,0.5534,20230524_200000.BirdNET.selection.table.txt,BD-29267A,3,20230524_200000.WAV1281912822BD-29267A,Rohit,Ann,140,t-11105570_140_9sec.wav,1128.7,2000,3.3544,2.3647,WT,1,1
1875,Spectrogram 1,1,20230521_200000.WAV,6084,6087,0,15000,t-11105570,Woodhouse's Toad,0.4317,20230521_200000.BirdNET.selection.table.txt,BD-29267A,3,20230521_200000.WAV60846087BD-29267A,Camille,Rohit,141,t-11105570_141_9sec.wav,1126.8,1877.9,1.915,2.2168,WT,1,1
676,Spectrogram 1,1,20230527_200000.WAV,2589,2592,0,15000,t-11105570,Woodhouse's Toad,0.4636,20230527_200000.BirdNET.selection.table.txt,BD-29267A,3,20230527_200000.WAV25892592BD-29267A,Diana,Ann,142,t-11105570_142_9sec.wav,950.5,1980.2,1.8334,1.5922,WT,1,1
676,Spectrogram 1,1,20230527_200000.WAV,2589,2592,0,15000,t-11105570,Woodhouse's Toad,0.4636,20230527_200000.BirdNET.selection.table.txt,BD-29267A,3,20230527_200000.WAV25892592BD-29267A,Diana,Ann,142,t-11105570_142_9sec.wav,1108.9,1821.8,7.414,1.5074,WT,1,2
4130,Spectrogram 1,1,20230522_200000.WAV,9921,9924,0,15000,t-11105570,Woodhouse's Toad,0.4249,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV99219924BD-29267A,Ethan,Rohit,143,t-11105570_143_9sec.wav,1014.1,1859.2,1.4201,2.0607,WT,1,1
963,Spectrogram 1,1,20230526_200000.WAV,3927,3930,0,15000,t-11105570,Woodhouse's Toad,0.567,20230526_200000.BirdNET.selection.table.txt,BD-29267A,3,20230526_200000.WAV39273930BD-29267A,Amy,Ethan,144,t-11105570_144_9sec.wav,1095.4,1959.3,3.3702,2.1775,WT,1,2
1336,Spectrogram 1,1,20230522_000000.WAV,7554,7557,0,15000,t-11105570,Woodhouse's Toad,0.4908,20230522_000000.BirdNET.selection.table.txt,BD-29267A,3,20230522_000000.WAV75547557BD-29267A,Ann,Amy,145,t-11105570_145_9sec.wav,1155.2,1869.3,2.3454,1.7293,WT,1,1
1336,Spectrogram 1,1,20230522_000000.WAV,7554,7557,0,15000,t-11105570,Woodhouse's Toad,0.4908,20230522_000000.BirdNET.selection.table.txt,BD-29267A,3,20230522_000000.WAV75547557BD-29267A,Ann,Amy,145,t-11105570_145_9sec.wav,1134.2,1932.3,4.329,1.1952,WT,1,2
2860,Spectrogram 1,1,20230522_200000.WAV,6939,6942,0,15000,t-11105570,Woodhouse's Toad,0.5353,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV69396942BD-29267A,Rohit,Ann,146,t-11105570_146_9sec.wav,1090.9,1939.4,3.3166,2.7164,WT,1,1
1897,Spectrogram 1,1,20230521_200000.WAV,6129,6132,0,15000,t-11105570,Woodhouse's Toad,0.4797,20230521_200000.BirdNET.selection.table.txt,BD-29267A,3,20230521_200000.WAV61296132BD-29267A,Diana,Amy,148,t-11105570_148_9sec.wav,991.453,1982.906,1.6247,2.1708,WT,1,1
1471,Spectrogram 1,1,20230521_200000.WAV,5265,5268,0,15000,t-11105570,Woodhouse's Toad,0.4096,20230521_200000.BirdNET.selection.table.txt,BD-29267A,3,20230521_200000.WAV52655268BD-29267A,Ethan,Diana,149,t-11105570_149_9sec.wav,992.5,1965.6,4.2119,2.4987,WT,1,1
4526,Spectrogram 1,1,20230522_200000.WAV,10917,10920,0,15000,t-11105570,Woodhouse's Toad,0.4914,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV1091710920BD-29267A,Amy,Rohit,150,t-11105570_150_9sec.wav,941.1,1928.5,0.9499,2.4909,WT,1,1
4526,Spectrogram 1,1,20230522_200000.WAV,10917,10920,0,15000,t-11105570,Woodhouse's Toad,0.4914,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV1091710920BD-29267A,Amy,Rohit,150,t-11105570_150_9sec.wav,845.1,1877.9,5.8905,2.3729,WT,1,2
4234,Spectrogram 1,1,20230522_200000.WAV,10188,10191,0,15000,t-11105570,Woodhouse's Toad,0.5116,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV1018810191BD-29267A,Ann,Camille,151,t-11105570_151_9sec.wav,1395.3,1798.4,0.2836,1.3351,WT,1,1
4234,Spectrogram 1,1,20230522_200000.WAV,10188,10191,0,15000,t-11105570,Woodhouse's Toad,0.5116,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV1018810191BD-29267A,Ann,Camille,151,t-11105570_151_9sec.wav,1023.3,1953.5,4.998,2.4198,WT,1,2
1724,Spectrogram 1,1,20230522_000000.WAV,8325,8328,0,15000,t-11105570,Woodhouse's Toad,0.5009,20230522_000000.BirdNET.selection.table.txt,BD-29267A,3,20230522_000000.WAV83258328BD-29267A,Diana,Ann,154,t-11105570_154_9sec.wav,1148.5,1841.6,3.5414,1.8654,WT,1,2
1533,Spectrogram 1,1,20230521_200000.WAV,5349,5352,0,15000,t-11105570,Woodhouse's Toad,0.5348,20230521_200000.BirdNET.selection.table.txt,BD-29267A,3,20230521_200000.WAV53495352BD-29267A,Ethan,Amy,155,t-11105570_155_9sec.wav,1239.2,1932.3,2.273,2.4667,WT,1,1
2500,Spectrogram 1,1,20230523_200000.WAV,10614,10617,0,15000,t-11105570,Woodhouse's Toad,0.5582,20230523_200000.BirdNET.selection.table.txt,BD-29267A,3,20230523_200000.WAV1061410617BD-29267A,Amy,Ethan,156,t-11105570_156_9sec.wav,1018.2,1882.2,2.9199,2.3812,WT,1,1
3169,Spectrogram 1,1,20230522_200000.WAV,7488,7491,0,15000,t-11105570,Woodhouse's Toad,0.5517,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV74887491BD-29267A,Rohit,Camille,158,t-11105570_158_9sec.wav,872.7,2060.6,2.3271,2.5134,WT,1,2
3169,Spectrogram 1,1,20230522_200000.WAV,7488,7491,0,15000,t-11105570,Woodhouse's Toad,0.5517,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV74887491BD-29267A,Rohit,Camille,158,t-11105570_158_9sec.wav,1090.9,2157.6,7.0886,1.8421,WT,1,3
1647,Spectrogram 1,1,20230524_200000.WAV,6171,6174,0,15000,t-11105570,Woodhouse's Toad,0.1741,20230524_200000.BirdNET.selection.table.txt,BD-29267A,1,20230524_200000.WAV61716174BD-29267A,Camille,Ethan,15,t-11105570_15_9sec.wav,1333.3,1922.5,3.2622,1.3097,WT,1,1
3274,Spectrogram 1,1,20230522_200000.WAV,7737,7740,0,15000,t-11105570,Woodhouse's Toad,0.4403,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV77377740BD-29267A,Diana,Amy,160,t-11105570_160_9sec.wav,1218.2,1890.3,2.2407,2.8991,WT,1,1
1889,Spectrogram 1,1,20230522_200000.WAV,5223,5226,0,15000,t-11105570,Woodhouse's Toad,0.498,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV52235226BD-29267A,Ethan,Camille,161,t-11105570_161_9sec.wav,1054.3,1860.5,2.393,2.1695,WT,1,1
1889,Spectrogram 1,1,20230522_200000.WAV,5223,5226,0,15000,t-11105570,Woodhouse's Toad,0.498,20230522_200000.BirdNET.selection.table.txt,BD-29267A,3,20230522_200000.WAV52235226BD-29267A,Ethan,Camille,161,t-11105570_161_9sec.wav,1209.3,1953.5,5.6472,2.3781,WT,1,2
1480,Spectrogram 1,1,20230521_200000.WAV,5274,5277,0,15000,t-11105570,Woodhouse's Toad,0.4846,20230521_200000.BirdNET.selection.table.txt,BD-29267A,3,20230521_200000.WAV52745277BD-29267A,Amy,Camille,162,t-11105570_162_9sec.wav,987.4,1882.2,3.226,2.5065,WT,1,1
1480,Spectrogram 1,1,20230521_200000.WAV,5274,5277,0,15000,t-11105570,Woodhouse's Toad,0.4846,20230521_200000.BirdNET.selection.table.txt,BD-29267A,3,20230521_200000.WAV52745277BD-29267A,Amy,Camille,162,t-11105570_162_9sec.wav,1240.3,1829.5,7.5359,1.1682,WT,1,2
47,Spectrogram 1,1,20230524_000000.WAV,183,186,0,15000,t-11105570,Woodhouse's Toad,0.5894,20230524_000000.BirdNET.selection.table.txt,BD-29267A,3,20230524_000000.WAV183186BD-29267A,Ann,Rohit,163,t-11105570_163_9sec.wav,1220.7,1821.6,1.7925,2.3573,WT,1,1
47,Spectrogram 1,1,20230524_000000.WAV,183,186,0,15000,t-11105570,Woodhouse's Toad,0.5894,20230524_000000.BirdNET.selection.table.txt,BD-29267A,3,20230524_000000.WAV183186BD-29267A,Ann,Rohit,163,t-11105570_163_9sec.wav,995.3,1934.3,4.6962,2.4978,WT,1,2
2467,Spectrogram 1,1,20230520_200000.WAV,10659,10662,0,15000,t-11105570,Woodhouse's Toad,0.6792,20230520_200000.BirdNET.selection.table.txt,BD-29267A,4,20230520_200000.WAV1065910662BD-29267A,Rohit,Ethan,164,t-11105570_164_9sec.wav,985.6,1971.2,0.7138,1.648,WT,1,1
2467,Spectrogram 1,1,20230520_200000.WAV,10659,10662,0,15000,t-11105570,Woodhouse's Toad,0.6792,20230520_200000.BirdNET.selection.table.txt,BD-29267A,4,20230520_200000.WAV1065910662BD-29267A,Rohit,Ethan,164,t-11105570_164_9sec.wav,899.1,1988.5,4.19,2.0871,WT,1,2
2834,Spectrogram 1,1,20230522_200000.WAV,6894,6897,0,15000,t-11105570,Woodhouse's Toad,0.6979,20230522_200000.BirdNET.selection.table.txt,BD-29267A,4,20230522_200000.WAV68946897BD-29267A,Camille,Rohit,165,t-11105570_165_9sec.wav,1032.9,1915.5,0.7074,2.7008,WT,1,1
2834,Spectrogram 1,1,20230522_200000.WAV,6894,6897,0,15000,t-11105570,Woodhouse's Toad,0.6979,20230522_200000.BirdNET.selection.table.txt,BD-29267A,4,20230522_200000.WAV68946897BD-29267A,Camille,Rohit,165,t-11105570_165_9sec.wav,788.7,2009.4,5.0074,2.5447,WT,1,2
2269,Spectrogram 1,1,20230523_200000.WAV,9921,9924,0,15000,t-11105570,Woodhouse's Toad,0.7745,20230523_200000.BirdNET.selection.table.txt,BD-29267A,4,20230523_200000.WAV99219924BD-29267A,Diana,Ann,166,t-11105570_166_9sec.wav,970.3,1841.6,1.5695,2.1009,WT,1,2
2269,Spectrogram 1,1,20230523_200000.WAV,9921,9924,0,15000,t-11105570,Woodhouse's Toad,0.7745,20230523_200000.BirdNET.selection.table.txt,BD-29267A,4,20230523_200000.WAV99219924BD-29267A,Diana,Ann,166,t-11105570_166_9sec.wav,1029.7,1901,5.5299,1.6298,WT,1,3
2392,Spectrogram 1,1,20230521_200000.WAV,7107,7110,0,15000,t-11105570,Woodhouse's Toad,0.7736,20230521_200000.BirdNET.selection.table.txt,BD-29267A,4,20230521_200000.WAV71077110BD-29267A,Ethan,Rohit,167,t-11105570_167_9sec.wav,920.2,1953.1,2.0802,2.9349,WT,1,1
2920,Spectrogram 1,1,20230522_200000.WAV,7044,7047,0,15000,t-11105570,Woodhouse's Toad,0.6048,20230522_200000.BirdNET.selection.table.txt,BD-29267A,4,20230522_200000.WAV70447047BD-29267A,Amy,Diana,168,t-11105570_168_9sec.wav,987.4,1851.3,5.7716,2.4439,WT,1,2
3164,Spectrogram 1,1,20230523_200000.WAV,12351,12354,0,15000,t-11105570,Woodhouse's Toad,0.6805,20230523_200000.BirdNET.selection.table.txt,BD-29267A,4,20230523_200000.WAV1235112354BD-29267A,Ann,Amy,169,t-11105570_169_9sec.wav,1197.2,1932.3,3.6334,1.9581,WT,1,2
2762,Spectrogram 1,1,20230522_200000.WAV,6762,6765,0,15000,t-11105570,Woodhouse's Toad,0.1655,20230522_200000.BirdNET.selection.table.txt,BD-29267A,1,20230522_200000.WAV67626765BD-29267A,Diana,Ann,16,t-11105570_16_9sec.wav,1148.5,1980.2,4.9194,2.4966,WT,1,1
2092,Spectrogram 1,1,20230521_200000.WAV,6546,6549,0,15000,t-11105570,Woodhouse's Toad,0.6865,20230521_200000.BirdNET.selection.table.txt,BD-29267A,4,20230521_200000.WAV65466549BD-29267A,Rohit,Ann,170,t-11105570_170_9sec.wav,1066.7,2036.4,2.1901,2.4822,WT,1,2
2918,Spectrogram 1,1,20230527_200000.WAV,8280,8283,0,15000,t-11105570,Woodhouse's Toad,0.6503,20230527_200000.BirdNET.selection.table.txt,BD-29267A,4,20230527_200000.WAV82808283BD-29267A,Camille,Ann,171,t-11105570_171_9sec.wav,1364.3,1767.4,0.0999,2.2284,WT,1,1
2918,Spectrogram 1,1,20230527_200000.WAV,8280,8283,0,15000,t-11105570,Woodhouse's Toad,0.6503,20230527_200000.BirdNET.selection.table.txt,BD-29267A,4,20230527_200000.WAV82808283BD-29267A,Camille,Ann,171,t-11105570_171_9sec.wav,1054.3,1953.5,3.2665,2.3066,WT,1,2
